outline_order,outline_id,document_id,filename,product_model,heading_block_id,heading_text,section_path,parent_section_path,parent_outline_id,depth,is_leaf_outline,child_outline_count,descendant_outline_count,direct_text_block_count,descendant_text_block_count,direct_question_candidate_count,descendant_question_candidate_count,direct_char_count,descendant_char_count,direct_token_estimate,descendant_token_estimate,page_start,page_end,page_bin,table_figure_block_count,exact_duplicate_block_count,template_duplicate_block_count,direct_block_ids,descendant_block_ids,direct_source_frame_ids,question_outline_allowed,review_reason
109,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:ac08c48ea7a98774,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,4a4def36-d286-53a3-bae7-93d2a3bd4de2,Display Internet port statistics,Mantain and Monitor Your Network > Display Internet port statistics,Mantain and Monitor Your Network,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:881861468bf57b65,2,True,0,0,1,1,1,1,1617,1617,405,405,99,100,P4,0,0,0,e8b24dde-25fc-5592-a73e-a49c7057233b,e8b24dde-25fc-5592-a73e-a49c7057233b,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:e8b24dde-25fc-5592-a73e-a49c7057233b,True,leaf outline with direct text candidate
110,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:1c26ad811d0fa2a4,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,aa5261d6-3a41-5992-8f01-48d93feaed47,Check the Internet connection status,Mantain and Monitor Your Network > Check the Internet connection status,Mantain and Monitor Your Network,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:881861468bf57b65,2,True,0,0,1,1,1,1,1456,1456,364,364,100,101,P4,0,0,0,a9e4bfe9-1ebb-596a-b3a2-9b00dbfce6de,a9e4bfe9-1ebb-596a-b3a2-9b00dbfce6de,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:a9e4bfe9-1ebb-596a-b3a2-9b00dbfce6de,True,leaf outline with direct text candidate
111,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:a20c3940fc3d03f8,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,e742279c-88cd-5eed-898f-b853dc9e2499,View the satellite status,Mantain and Monitor Your Network > View the satellite status,Mantain and Monitor Your Network,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:881861468bf57b65,2,True,0,0,1,1,1,1,841,841,211,211,101,102,P4,0,0,0,fbcb2c2c-4ebf-5265-aa04-93375fca438a,fbcb2c2c-4ebf-5265-aa04-93375fca438a,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:fbcb2c2c-4ebf-5265-aa04-93375fca438a,True,leaf outline with direct text candidate
112,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:7613a8a14158fcb7,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,7f3198e2-b011-5bb8-b0ac-3adadfc3a7d4,View and manage logs of router activity,Mantain and Monitor Your Network > View and manage logs of router activity,Mantain and Monitor Your Network,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:881861468bf57b65,2,True,0,0,1,1,1,1,1186,1186,297,297,102,102,P4,0,0,0,f0c02e7d-9f8d-5cac-94ea-ab4dcc5f8d29,f0c02e7d-9f8d-5cac-94ea-ab4dcc5f8d29,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:f0c02e7d-9f8d-5cac-94ea-ab4dcc5f8d29,True,leaf outline with direct text candidate
113,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:93ec541c21841d66,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,cf702a5b-4b08-5cc3-9c2e-2b1052102c74,View devices connected to the network or edit device information,Mantain and Monitor Your Network > View devices connected to the network or edit device information,Mantain and Monitor Your Network,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:881861468bf57b65,2,False,2,2,1,3,1,3,171,2536,43,635,103,104,P4,0,0,0,75ada342-87ad-500e-8ebb-50caca21c69b,75ada342-87ad-500e-8ebb-50caca21c69b;ddf7a6fe-bfd9-5a83-b3de-66d9c3606d72;3ae5bed3-7865-534d-8fc6-1433e9c9f588,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:75ada342-87ad-500e-8ebb-50caca21c69b,False,"parent outline, heading-only, or no structural text candidate"
114,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:57644f5958d6d079,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,555c2c6c-2777-575c-beae-a7e510b97d3c,View devices connected to the network,Mantain and Monitor Your Network > View devices connected to the network or edit device information > View devices connected to the network,Mantain and Monitor Your Network > View devices connected to the network or edit device information,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:93ec541c21841d66,3,True,0,0,1,1,1,1,1400,1400,350,350,103,103,P4,0,0,0,ddf7a6fe-bfd9-5a83-b3de-66d9c3606d72,ddf7a6fe-bfd9-5a83-b3de-66d9c3606d72,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:ddf7a6fe-bfd9-5a83-b3de-66d9c3606d72,True,leaf outline with direct text candidate
115,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:2c8c781334b00c23,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,64859d88-48f6-54ba-b189-900260632b90,Edit device information on the Attached Devices page,Mantain and Monitor Your Network > View devices connected to the network or edit device information > Edit device information on the Attached Devices page,Mantain and Monitor Your Network > View devices connected to the network or edit device information,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:93ec541c21841d66,3,True,0,0,1,1,1,1,965,965,242,242,104,104,P4,0,0,0,3ae5bed3-7865-534d-8fc6-1433e9c9f588,3ae5bed3-7865-534d-8fc6-1433e9c9f588,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:3ae5bed3-7865-534d-8fc6-1433e9c9f588,True,leaf outline with direct text candidate
116,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:f840b79557c0e6fb,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,e6ad60c9-5a35-58ee-aa40-f342ab26aba2,View satellites connected to the network or edit satellite information,Mantain and Monitor Your Network > View satellites connected to the network or edit satellite information,Mantain and Monitor Your Network,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:881861468bf57b65,2,False,2,2,1,3,1,3,174,2648,44,663,104,106,P4,0,0,0,c51960ce-9aa6-5477-ad17-568f2129d7c5,c51960ce-9aa6-5477-ad17-568f2129d7c5;8d7bcf1e-f0b3-50f4-940d-a75f67da6eeb;bc4b0747-da96-562b-80e2-e06fb13f0950,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:c51960ce-9aa6-5477-ad17-568f2129d7c5,False,"parent outline, heading-only, or no structural text candidate"
117,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:8c8faef262fc2d5b,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,80303e59-3135-5502-846d-5fc26c81a539,View satellites connected to the network,Mantain and Monitor Your Network > View satellites connected to the network or edit satellite information > View satellites connected to the network,Mantain and Monitor Your Network > View satellites connected to the network or edit satellite information,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:f840b79557c0e6fb,3,True,0,0,1,1,1,1,1552,1552,388,388,105,105,P4,0,0,0,8d7bcf1e-f0b3-50f4-940d-a75f67da6eeb,8d7bcf1e-f0b3-50f4-940d-a75f67da6eeb,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:8d7bcf1e-f0b3-50f4-940d-a75f67da6eeb,True,leaf outline with direct text candidate
118,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:40439dd5b1947acc,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,1f442ccb-690b-52c2-9795-4731fae36cbd,Edit satellite information that displays on the Attached Devices page,Mantain and Monitor Your Network > View satellites connected to the network or edit satellite information > Edit satellite information that displays on the Attached Devices page,Mantain and Monitor Your Network > View satellites connected to the network or edit satellite information,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:f840b79557c0e6fb,3,True,0,0,1,1,1,1,922,922,231,231,105,106,P4,0,0,0,bc4b0747-da96-562b-80e2-e06fb13f0950,bc4b0747-da96-562b-80e2-e06fb13f0950,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:bc4b0747-da96-562b-80e2-e06fb13f0950,True,leaf outline with direct text candidate
119,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:3ca2cd659c51d159,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,a4d8103c-c4ad-503c-80cc-244d5e7193dc,Check your Internet bandwidth,Mantain and Monitor Your Network > Check your Internet bandwidth,Mantain and Monitor Your Network,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:881861468bf57b65,2,True,0,0,1,1,1,1,637,637,160,160,106,107,P4,0,0,0,0121bbc3-46f8-588c-b9d6-e7e69974a9fe,0121bbc3-46f8-588c-b9d6-e7e69974a9fe,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:0121bbc3-46f8-588c-b9d6-e7e69974a9fe,True,leaf outline with direct text candidate
120,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:f7d37d8446f62c74,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,5949c55b-e8e2-5df3-ab32-e02180a4733f,Monitor Internet traffic,Mantain and Monitor Your Network > Monitor Internet traffic,Mantain and Monitor Your Network,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:881861468bf57b65,2,True,0,0,1,1,1,1,2637,2637,660,660,107,108,P4,0,0,0,35132ff4-f140-5bfa-afab-0f9aeff93665,35132ff4-f140-5bfa-afab-0f9aeff93665,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:35132ff4-f140-5bfa-afab-0f9aeff93665,True,leaf outline with direct text candidate
121,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:e1541e8a24c47f99,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,87d1034f-d70d-5126-b8b7-32b380ae75dd,Set the time zone,Mantain and Monitor Your Network > Set the time zone,Mantain and Monitor Your Network,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:881861468bf57b65,2,True,0,0,1,1,1,1,732,732,183,183,108,109,P4,0,0,0,7cf0fc90-071a-594e-853f-4f21fafbef98,7cf0fc90-071a-594e-853f-4f21fafbef98,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:7cf0fc90-071a-594e-853f-4f21fafbef98,True,leaf outline with direct text candidate
122,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:68e28cf04b7de7ec,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,25149f63-3614-5c13-a8b0-d4134def2259,Change the NTP server,Mantain and Monitor Your Network > Change the NTP server,Mantain and Monitor Your Network,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:881861468bf57b65,2,True,0,0,1,1,1,1,885,885,222,222,109,109,P4,0,0,0,a89e520e-0060-59a1-a0d6-7943e249efaf,a89e520e-0060-59a1-a0d6-7943e249efaf,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:a89e520e-0060-59a1-a0d6-7943e249efaf,True,leaf outline with direct text candidate
123,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:dbc759783ac1db4b,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,a0e7f3a9-2da1-5c44-9078-dba035c0e84c,Manage the router configuration file,Mantain and Monitor Your Network > Manage the router configuration file,Mantain and Monitor Your Network,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:881861468bf57b65,2,False,3,3,1,4,1,4,202,2440,51,612,109,111,P4,0,1,1,92a8ea92-562c-5dbc-8efb-b7212f4d7b72,92a8ea92-562c-5dbc-8efb-b7212f4d7b72;7b87bf90-756c-5453-abe7-2fe7842b116c;ecfa4ec7-ca6f-5544-8d04-2b6fffed1e92;adb2b617-4bf8-5f2c-b9e3-3b931bf31d96,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:92a8ea92-562c-5dbc-8efb-b7212f4d7b72,False,"parent outline, heading-only, or no structural text candidate"
124,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:73249137bff839ac,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,e4697ca9-b6d1-57f4-ac5f-6088641bcb53,Back up settings,Mantain and Monitor Your Network > Manage the router configuration file > Back up settings,Mantain and Monitor Your Network > Manage the router configuration file,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:dbc759783ac1db4b,3,True,0,0,1,1,1,1,661,661,166,166,110,110,P4,0,0,0,7b87bf90-756c-5453-abe7-2fe7842b116c,7b87bf90-756c-5453-abe7-2fe7842b116c,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:7b87bf90-756c-5453-abe7-2fe7842b116c,True,leaf outline with direct text candidate
125,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:2e8598521d7f6c87,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,04061179-69f1-5a25-9f73-41c5ec0c5641,Restore configuration settings,Mantain and Monitor Your Network > Manage the router configuration file > Restore configuration settings,Mantain and Monitor Your Network > Manage the router configuration file,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:dbc759783ac1db4b,3,True,0,0,1,1,1,1,735,735,184,184,110,111,P4,0,0,0,ecfa4ec7-ca6f-5544-8d04-2b6fffed1e92,ecfa4ec7-ca6f-5544-8d04-2b6fffed1e92,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:ecfa4ec7-ca6f-5544-8d04-2b6fffed1e92,True,leaf outline with direct text candidate
126,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:672791e957eb9172,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,361c0719-69b0-5925-bc17-438ab02ee825,Erase the current configuration settings,Mantain and Monitor Your Network > Manage the router configuration file > Erase the current configuration settings,Mantain and Monitor Your Network > Manage the router configuration file,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:dbc759783ac1db4b,3,True,0,0,1,1,1,1,842,842,211,211,111,111,P4,0,0,0,adb2b617-4bf8-5f2c-b9e3-3b931bf31d96,adb2b617-4bf8-5f2c-b9e3-3b931bf31d96,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:adb2b617-4bf8-5f2c-b9e3-3b931bf31d96,True,leaf outline with direct text candidate
127,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:c91ddf65c5bc69a5,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,df0e25b0-0428-5eaf-8a54-b9742b0703f2,Remotely access your router using the Orbi app,Mantain and Monitor Your Network > Remotely access your router using the Orbi app,Mantain and Monitor Your Network,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:881861468bf57b65,2,True,0,0,1,1,1,1,386,386,97,97,111,111,P4,0,0,0,b6d1e1a1-38a6-5d89-989a-3e3a6e14c8fa,b6d1e1a1-38a6-5d89-989a-3e3a6e14c8fa,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:b6d1e1a1-38a6-5d89-989a-3e3a6e14c8fa,True,leaf outline with direct text candidate
128,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:40f346c0da02ac80,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,08515b0e-ac94-51b9-9b4a-3d254698e199,Use OpenVPN to Access Your Network,Use OpenVPN to Access Your Network,[ROOT],,1,False,5,11,1,12,1,12,421,16595,106,4155,112,122,P4,0,1,3,365744f5-dd9d-5554-b088-63b5b528f93e,365744f5-dd9d-5554-b088-63b5b528f93e;e5fc38c2-6b7f-5038-ad7a-4961f6c83eb2;50c2a810-6f38-5e61-90a1-7b9775ee8625;7d6c520c-b4a8-58ba-afa8-5fd36cf4f2c8;552a302d-29b9-5f81-b9d7-69957d0800fe;87db7e58-3806-5cad-bf8d-f841590a992d;f06f1267-ae31-5bae-a1ba-3992f55c237a;5f303ba8-b929-54ef-bbe8-addf9abe9d5f;8726fc76-6f07-58eb-b5aa-db59d9d167f4;18c63118-b35b-5dc4-868c-424c36df8576;068a6eb0-405d-5d24-9f71-28bc55999cab;e8fbf22f-7fac-51cc-8b76-ef68177b1407,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:365744f5-dd9d-5554-b088-63b5b528f93e,False,"parent outline, heading-only, or no structural text candidate"
129,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:8b9e84b41a8e2327,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,13db2476-64fe-564b-b713-1739c814c809,About VPN connections,Use OpenVPN to Access Your Network > About VPN connections,Use OpenVPN to Access Your Network,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:40f346c0da02ac80,2,True,0,0,1,1,1,1,1585,1585,397,397,113,113,P4,0,0,0,e5fc38c2-6b7f-5038-ad7a-4961f6c83eb2,e5fc38c2-6b7f-5038-ad7a-4961f6c83eb2,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:e5fc38c2-6b7f-5038-ad7a-4961f6c83eb2,True,leaf outline with direct text candidate
130,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:73af42b29ef02388,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,f1cbfb0a-4b46-58af-80bd-73138bdeca15,LAN IP addressing in VPN networks,Use OpenVPN to Access Your Network > LAN IP addressing in VPN networks,Use OpenVPN to Access Your Network,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:40f346c0da02ac80,2,True,0,0,1,1,1,1,717,717,180,180,113,114,P4,0,0,1,50c2a810-6f38-5e61-90a1-7b9775ee8625,50c2a810-6f38-5e61-90a1-7b9775ee8625,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:50c2a810-6f38-5e61-90a1-7b9775ee8625,True,leaf outline with direct text candidate
131,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:8a6dfe1f8c0e3503,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,31e14a9f-9358-56da-9617-40c34ce5f9d5,Enable OpenVPN service in the router,Use OpenVPN to Access Your Network > Enable OpenVPN service in the router,Use OpenVPN to Access Your Network,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:40f346c0da02ac80,2,True,0,0,1,1,1,1,2277,2277,570,570,114,115,P4,0,0,0,7d6c520c-b4a8-58ba-afa8-5fd36cf4f2c8,7d6c520c-b4a8-58ba-afa8-5fd36cf4f2c8,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:7d6c520c-b4a8-58ba-afa8-5fd36cf4f2c8,True,leaf outline with direct text candidate
132,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:15793751dd9b468f,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,96a99700-1277-588a-a2b6-85d0feb2d0ac,Install OpenVPN software on a VPN client,Use OpenVPN to Access Your Network > Install OpenVPN software on a VPN client,Use OpenVPN to Access Your Network,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:40f346c0da02ac80,2,False,4,4,1,5,1,5,1249,8439,313,2112,115,120,P4,0,0,1,552a302d-29b9-5f81-b9d7-69957d0800fe,552a302d-29b9-5f81-b9d7-69957d0800fe;87db7e58-3806-5cad-bf8d-f841590a992d;f06f1267-ae31-5bae-a1ba-3992f55c237a;5f303ba8-b929-54ef-bbe8-addf9abe9d5f;8726fc76-6f07-58eb-b5aa-db59d9d167f4,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:552a302d-29b9-5f81-b9d7-69957d0800fe,False,"parent outline, heading-only, or no structural text candidate"
133,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:12bddd78cb699bc6,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,f630dab7-061c-5962-a050-c0c41f74cb3a,Install OpenVPN software on a Windows-based computer,Use OpenVPN to Access Your Network > Install OpenVPN software on a VPN client > Install OpenVPN software on a Windows-based computer,Use OpenVPN to Access Your Network > Install OpenVPN software on a VPN client,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:15793751dd9b468f,3,True,0,0,1,1,1,1,2413,2413,604,604,116,117,P4,0,0,0,87db7e58-3806-5cad-bf8d-f841590a992d,87db7e58-3806-5cad-bf8d-f841590a992d,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:87db7e58-3806-5cad-bf8d-f841590a992d,True,leaf outline with direct text candidate
134,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:7f836f6e8827bbbf,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,11d0824e-9d18-50ce-a66c-0b5155ece01e,Install OpenVPN software on a Mac computer,Use OpenVPN to Access Your Network > Install OpenVPN software on a VPN client > Install OpenVPN software on a Mac computer,Use OpenVPN to Access Your Network > Install OpenVPN software on a VPN client,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:15793751dd9b468f,3,True,0,0,1,1,1,1,1650,1650,413,413,117,118,P4,0,0,0,f06f1267-ae31-5bae-a1ba-3992f55c237a,f06f1267-ae31-5bae-a1ba-3992f55c237a,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:f06f1267-ae31-5bae-a1ba-3992f55c237a,True,leaf outline with direct text candidate
135,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:7c9d23443af8662d,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,6fc644b1-5d3f-5874-98b7-b637f6e546fa,Install OpenVPN software on an iOS device,Use OpenVPN to Access Your Network > Install OpenVPN software on a VPN client > Install OpenVPN software on an iOS device,Use OpenVPN to Access Your Network > Install OpenVPN software on a VPN client,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:15793751dd9b468f,3,True,0,0,1,1,1,1,1619,1619,405,405,118,119,P4,0,0,0,5f303ba8-b929-54ef-bbe8-addf9abe9d5f,5f303ba8-b929-54ef-bbe8-addf9abe9d5f,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:5f303ba8-b929-54ef-bbe8-addf9abe9d5f,True,leaf outline with direct text candidate
136,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:65bda46f8a067355,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,ec02f0f1-4f2c-50c8-8841-93f5e2656d20,Install OpenVPN software on an Android device,Use OpenVPN to Access Your Network > Install OpenVPN software on a VPN client > Install OpenVPN software on an Android device,Use OpenVPN to Access Your Network > Install OpenVPN software on a VPN client,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:15793751dd9b468f,3,True,0,0,1,1,1,1,1508,1508,377,377,119,120,P4,0,0,0,8726fc76-6f07-58eb-b5aa-db59d9d167f4,8726fc76-6f07-58eb-b5aa-db59d9d167f4,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:8726fc76-6f07-58eb-b5aa-db59d9d167f4,True,leaf outline with direct text candidate
137,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:fce4448f4248ce90,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,b8172c6b-f6c7-5dc8-98ce-7925d034af52,Use VPN to access your Internet service at home,Use OpenVPN to Access Your Network > Use VPN to access your Internet service at home,Use OpenVPN to Access Your Network,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:40f346c0da02ac80,2,False,2,2,1,3,1,3,565,3156,142,790,120,122,P4,0,1,1,18c63118-b35b-5dc4-868c-424c36df8576,18c63118-b35b-5dc4-868c-424c36df8576;068a6eb0-405d-5d24-9f71-28bc55999cab;e8fbf22f-7fac-51cc-8b76-ef68177b1407,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:18c63118-b35b-5dc4-868c-424c36df8576,False,"parent outline, heading-only, or no structural text candidate"
138,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:9e6456f8a8e2556f,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,6f46c718-8049-58b0-a110-9b77d61ea466,Allow VPN client Internet access in the router,Use OpenVPN to Access Your Network > Use VPN to access your Internet service at home > Allow VPN client Internet access in the router,Use OpenVPN to Access Your Network > Use VPN to access your Internet service at home,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:fce4448f4248ce90,3,True,0,0,1,1,1,1,1292,1292,323,323,120,121,P4,0,0,0,068a6eb0-405d-5d24-9f71-28bc55999cab,068a6eb0-405d-5d24-9f71-28bc55999cab,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:068a6eb0-405d-5d24-9f71-28bc55999cab,True,leaf outline with direct text candidate
139,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:4961dff6fcaa17d5,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,96f70eb4-59eb-5939-97ca-6b5e2590b1b0,Block VPN client Internet access in the router,Use OpenVPN to Access Your Network > Use VPN to access your Internet service at home > Block VPN client Internet access in the router,Use OpenVPN to Access Your Network > Use VPN to access your Internet service at home,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:fce4448f4248ce90,3,True,0,0,1,1,1,1,1299,1299,325,325,121,122,P4,0,0,0,e8fbf22f-7fac-51cc-8b76-ef68177b1407,e8fbf22f-7fac-51cc-8b76-ef68177b1407,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:e8fbf22f-7fac-51cc-8b76-ef68177b1407,True,leaf outline with direct text candidate
