question_id,outline_frame_id,outline_id,document_id,filename,product_model,heading_text,section_path,page_start,page_end,page_bin,direct_source_frame_ids,question_family,language,selection_seed,slot_status,review_status,question_pair_id
Q-074,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:536e38dc6e76c4f9,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:536e38dc6e76c4f9,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Set your time zone,Manage Your Router > Set your time zone,114,114,P4,57d18421-8c71-47bc-992e-0d0dfdcdbbea:8533530e-9001-5a31-a453-6077909ff031,setup_configuration,en,20260831,open,authoring_context_reviewed,Q-074
Q-174,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:536e38dc6e76c4f9,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:536e38dc6e76c4f9,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Set your time zone,Manage Your Router > Set your time zone,114,114,P4,57d18421-8c71-47bc-992e-0d0dfdcdbbea:8533530e-9001-5a31-a453-6077909ff031,setup_configuration,id,20260831,open,authoring_context_reviewed,Q-074
Q-075,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:7e8558c76cede228,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:7e8558c76cede228,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Add a network folder on a USB storage device,Share USB Storage Devices Attached to the Router > Add a network folder on a USB storage device,124,125,P4,57d18421-8c71-47bc-992e-0d0dfdcdbbea:b2cee766-ed4f-59bb-8d66-703a2aecba75,features_security_maintenance_limitations,en,20260831,open,authoring_context_reviewed,Q-075
Q-175,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:7e8558c76cede228,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:7e8558c76cede228,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Add a network folder on a USB storage device,Share USB Storage Devices Attached to the Router > Add a network folder on a USB storage device,124,125,P4,57d18421-8c71-47bc-992e-0d0dfdcdbbea:b2cee766-ed4f-59bb-8d66-703a2aecba75,features_security_maintenance_limitations,id,20260831,open,authoring_context_reviewed,Q-075
Q-076,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:7bbe03a0d66739df,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:7bbe03a0d66739df,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Set up VPN client Internet access in the router,Use VPN to Access Your Network > Use VPN to access your Internet service at home > Set up VPN client Internet access in the router,144,144,P5,57d18421-8c71-47bc-992e-0d0dfdcdbbea:0fc19ad4-a3f3-5128-a97a-000311ce8919,features_security_maintenance_limitations,en,20260831,open,authoring_context_reviewed,Q-076
Q-176,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:7bbe03a0d66739df,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:7bbe03a0d66739df,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Set up VPN client Internet access in the router,Use VPN to Access Your Network > Use VPN to access your Internet service at home > Set up VPN client Internet access in the router,144,144,P5,57d18421-8c71-47bc-992e-0d0dfdcdbbea:0fc19ad4-a3f3-5128-a97a-000311ce8919,features_security_maintenance_limitations,id,20260831,open,authoring_context_reviewed,Q-076
Q-077,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:f67dde43cca3ccc5,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:f67dde43cca3ccc5,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Sequence to restart your network,Troubleshooting > Quick tips > Sequence to restart your network,157,157,P5,57d18421-8c71-47bc-992e-0d0dfdcdbbea:494eba00-b9d1-5fec-898e-b212c6f28baf,troubleshooting_diagnostics,en,20260831,open,authoring_context_reviewed,Q-077
Q-177,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:f67dde43cca3ccc5,57d18421-8c71-47bc-992e-0d0dfdcdbbea:OUTLINE:f67dde43cca3ccc5,57d18421-8c71-47bc-992e-0d0dfdcdbbea,netgear-raxe500.pdf,RAXE500,Sequence to restart your network,Troubleshooting > Quick tips > Sequence to restart your network,157,157,P5,57d18421-8c71-47bc-992e-0d0dfdcdbbea:494eba00-b9d1-5fec-898e-b212c6f28baf,troubleshooting_diagnostics,id,20260831,open,authoring_context_reviewed,Q-077
Q-078,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:0dde3e7827c5a595,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:0dde3e7827c5a595,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Sync your Orbi satellite with your Orbi router,Overview > Sync your Orbi satellite with your Orbi router,14,14,P1,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:fd0ce992-9b7f-58e2-9140-f25a95a0b95b,facts_specifications,en,20260831,open,authoring_context_reviewed,Q-078
Q-178,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:0dde3e7827c5a595,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:0dde3e7827c5a595,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Sync your Orbi satellite with your Orbi router,Overview > Sync your Orbi satellite with your Orbi router,14,14,P1,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:fd0ce992-9b7f-58e2-9140-f25a95a0b95b,facts_specifications,id,20260831,open,authoring_context_reviewed,Q-078
Q-079,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:e0e51a7e3dee3e59,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:e0e51a7e3dee3e59,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Specify IPv6 Internet connections,Specify Your Internet Settings > Manage an IPv6 Internet connection > Specify IPv6 Internet connections,27,28,P1,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:bafbe93c-5d33-537b-82ee-2c89ca1550eb,facts_specifications,en,20260831,open,authoring_context_reviewed,Q-079
Q-179,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:e0e51a7e3dee3e59,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:e0e51a7e3dee3e59,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Specify IPv6 Internet connections,Specify Your Internet Settings > Manage an IPv6 Internet connection > Specify IPv6 Internet connections,27,28,P1,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:bafbe93c-5d33-537b-82ee-2c89ca1550eb,facts_specifications,id,20260831,open,authoring_context_reviewed,Q-079
Q-080,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:1903b33777805e3f,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:1903b33777805e3f,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Set up an IPv6 PPPoE Internet connection,Specify Your Internet Settings > Manage an IPv6 Internet connection > Set up an IPv6 PPPoE Internet connection,38,40,P2,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:acfcfc10-9010-5a5e-9f6c-e4bbbf310479,setup_configuration,en,20260831,open,authoring_context_reviewed,Q-080
Q-180,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:1903b33777805e3f,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:1903b33777805e3f,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Set up an IPv6 PPPoE Internet connection,Specify Your Internet Settings > Manage an IPv6 Internet connection > Set up an IPv6 PPPoE Internet connection,38,40,P2,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:acfcfc10-9010-5a5e-9f6c-e4bbbf310479,setup_configuration,id,20260831,open,authoring_context_reviewed,Q-080
Q-081,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:2c0ec2920cd14051,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:2c0ec2920cd14051,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Set up security event email notifications,Control Access to the Internet > Set up security event email notifications,49,51,P2,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:aee81160-3f45-597d-97ea-c7a1ad45d30a,features_security_maintenance_limitations,en,20260831,open,authoring_context_reviewed,Q-081
Q-181,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:2c0ec2920cd14051,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:2c0ec2920cd14051,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Set up security event email notifications,Control Access to the Internet > Set up security event email notifications,49,51,P2,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:aee81160-3f45-597d-97ea-c7a1ad45d30a,features_security_maintenance_limitations,id,20260831,open,authoring_context_reviewed,Q-081
Q-082,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:55fef29c1f4c52fd,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:55fef29c1f4c52fd,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Set up Internet port aggregation for Orbi router model RBR860,Specify Network Settings > Manage the WAN preference for Orbi router model RBR860 > Set up Internet port aggregation for Orbi router model RBR860,68,69,P3,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:a6546993-1d1a-5eb2-b616-d7c4995490a6,setup_configuration,en,20260831,open,authoring_context_reviewed,Q-082
Q-182,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:55fef29c1f4c52fd,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:55fef29c1f4c52fd,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Set up Internet port aggregation for Orbi router model RBR860,Specify Network Settings > Manage the WAN preference for Orbi router model RBR860 > Set up Internet port aggregation for Orbi router model RBR860,68,69,P3,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:a6546993-1d1a-5eb2-b616-d7c4995490a6,setup_configuration,id,20260831,open,authoring_context_reviewed,Q-082
Q-083,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:2a664108b43fe7f3,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:2a664108b43fe7f3,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Set up a static route,Specify Network Settings > Manage custom static routes > Set up a static route,82,83,P3,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:83b0f8da-6afa-5070-9d44-c12b3b247e8b,features_security_maintenance_limitations,en,20260831,open,authoring_context_reviewed,Q-083
Q-183,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:2a664108b43fe7f3,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:2a664108b43fe7f3,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Set up a static route,Specify Network Settings > Manage custom static routes > Set up a static route,82,83,P3,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:83b0f8da-6afa-5070-9d44-c12b3b247e8b,features_security_maintenance_limitations,id,20260831,open,authoring_context_reviewed,Q-083
Q-084,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:3ca2cd659c51d159,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:3ca2cd659c51d159,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Check your Internet bandwidth,Mantain and Monitor Your Network > Check your Internet bandwidth,106,107,P4,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:0121bbc3-46f8-588c-b9d6-e7e69974a9fe,facts_specifications,en,20260831,open,authoring_context_reviewed,Q-084
Q-184,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:3ca2cd659c51d159,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:3ca2cd659c51d159,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Check your Internet bandwidth,Mantain and Monitor Your Network > Check your Internet bandwidth,106,107,P4,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:0121bbc3-46f8-588c-b9d6-e7e69974a9fe,facts_specifications,id,20260831,open,authoring_context_reviewed,Q-084
Q-085,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:4961dff6fcaa17d5,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:4961dff6fcaa17d5,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Block VPN client Internet access in the router,Use OpenVPN to Access Your Network > Use VPN to access your Internet service at home > Block VPN client Internet access in the router,121,122,P4,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:e8fbf22f-7fac-51cc-8b76-ef68177b1407,features_security_maintenance_limitations,en,20260831,open,authoring_context_reviewed,Q-085
Q-185,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:4961dff6fcaa17d5,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:4961dff6fcaa17d5,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Block VPN client Internet access in the router,Use OpenVPN to Access Your Network > Use VPN to access your Internet service at home > Block VPN client Internet access in the router,121,122,P4,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:e8fbf22f-7fac-51cc-8b76-ef68177b1407,features_security_maintenance_limitations,id,20260831,open,authoring_context_reviewed,Q-085
Q-086,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:11e5a031343559ac,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:11e5a031343559ac,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Set up port forwarding to a local server,Customize Internet Traffic Rules for Ports > Manage port forwarding to a local server > Set up port forwarding to a local server,124,125,P4,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:64c7ce15-7a5a-580d-adbe-160bed89ad0b,features_security_maintenance_limitations,en,20260831,open,authoring_context_reviewed,Q-086
Q-186,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:11e5a031343559ac,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:11e5a031343559ac,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Set up port forwarding to a local server,Customize Internet Traffic Rules for Ports > Manage port forwarding to a local server > Set up port forwarding to a local server,124,125,P4,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:64c7ce15-7a5a-580d-adbe-160bed89ad0b,features_security_maintenance_limitations,id,20260831,open,authoring_context_reviewed,Q-086
Q-087,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:f67dde43cca3ccc5,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:f67dde43cca3ccc5,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Sequence to restart your network,Troubleshooting > Quick tips > Sequence to restart your network,133,133,P5,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:594cc248-162e-5180-b1f6-243ea1c30a9e,troubleshooting_diagnostics,en,20260831,open,authoring_context_reviewed,Q-087
Q-187,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:f67dde43cca3ccc5,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:f67dde43cca3ccc5,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Sequence to restart your network,Troubleshooting > Quick tips > Sequence to restart your network,133,133,P5,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:594cc248-162e-5180-b1f6-243ea1c30a9e,troubleshooting_diagnostics,id,20260831,open,authoring_context_reviewed,Q-087
Q-088,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:3d986da173d7e0d6,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:3d986da173d7e0d6,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Test the path from your computer to a remote device,Troubleshooting > Troubleshoot your network using the ping utility > Test the path from your computer to a remote device,139,140,P5,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:8989f72f-c45f-5a19-b2ce-b190765e7b28,troubleshooting_diagnostics,en,20260831,open,authoring_context_reviewed,Q-088
Q-188,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:3d986da173d7e0d6,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:OUTLINE:3d986da173d7e0d6,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb,netgear-rbk852.pdf,RBK852,Test the path from your computer to a remote device,Troubleshooting > Troubleshoot your network using the ping utility > Test the path from your computer to a remote device,139,140,P5,4431ab7b-17f3-4bc6-8ee4-691efbcdfdeb:8989f72f-c45f-5a19-b2ce-b190765e7b28,troubleshooting_diagnostics,id,20260831,open,authoring_context_reviewed,Q-088
Q-089,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:89ac3ac6d4a7bbea,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:89ac3ac6d4a7bbea,404fe683-4727-4c53-9c1d-9adf98a793c4,netgear-xr500.pdf,XR500,Unpack your router,Hardware Setup > Unpack your router,11,11,P1,404fe683-4727-4c53-9c1d-9adf98a793c4:3252b308-2ca3-5fec-b98f-6d89b53b5bb2,facts_specifications,en,20260831,open,authoring_context_reviewed,Q-089
Q-189,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:89ac3ac6d4a7bbea,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:89ac3ac6d4a7bbea,404fe683-4727-4c53-9c1d-9adf98a793c4,netgear-xr500.pdf,XR500,Unpack your router,Hardware Setup > Unpack your router,11,11,P1,404fe683-4727-4c53-9c1d-9adf98a793c4:3252b308-2ca3-5fec-b98f-6d89b53b5bb2,facts_specifications,id,20260831,open,authoring_context_reviewed,Q-089
Q-090,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:8c80cd632556e4e9,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:8c80cd632556e4e9,404fe683-4727-4c53-9c1d-9adf98a793c4,netgear-xr500.pdf,XR500,Specify an Internet connection without a login,Specify Your Internet Settings > Manually set up the Internet connection > Specify an Internet connection without a login,28,30,P1,404fe683-4727-4c53-9c1d-9adf98a793c4:cb248990-463a-5428-8ee2-082f71f0484e,setup_configuration,en,20260831,open,authoring_context_reviewed,Q-090
Q-190,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:8c80cd632556e4e9,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:8c80cd632556e4e9,404fe683-4727-4c53-9c1d-9adf98a793c4,netgear-xr500.pdf,XR500,Specify an Internet connection without a login,Specify Your Internet Settings > Manually set up the Internet connection > Specify an Internet connection without a login,28,30,P1,404fe683-4727-4c53-9c1d-9adf98a793c4:cb248990-463a-5428-8ee2-082f71f0484e,setup_configuration,id,20260831,open,authoring_context_reviewed,Q-090
Q-091,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:404443cd868cae72,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:404443cd868cae72,404fe683-4727-4c53-9c1d-9adf98a793c4,netgear-xr500.pdf,XR500,Prevent network congestion with Anti-Bufferbloat,Customize Quality of Service Settings and Optimize Gaming > Manage bandwidth allocation > Prevent network congestion with Anti-Bufferbloat,54,55,P2,404fe683-4727-4c53-9c1d-9adf98a793c4:44b909e7-8fcd-5a49-bae0-e2be984df636,features_security_maintenance_limitations,en,20260831,open,authoring_context_reviewed,Q-091
Q-191,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:404443cd868cae72,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:404443cd868cae72,404fe683-4727-4c53-9c1d-9adf98a793c4,netgear-xr500.pdf,XR500,Prevent network congestion with Anti-Bufferbloat,Customize Quality of Service Settings and Optimize Gaming > Manage bandwidth allocation > Prevent network congestion with Anti-Bufferbloat,54,55,P2,404fe683-4727-4c53-9c1d-9adf98a793c4:44b909e7-8fcd-5a49-bae0-e2be984df636,features_security_maintenance_limitations,id,20260831,open,authoring_context_reviewed,Q-091
Q-092,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:74afed194cd3e540,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:74afed194cd3e540,404fe683-4727-4c53-9c1d-9adf98a793c4,netgear-xr500.pdf,XR500,Prioritize traffic for a device and view prioritization information,Customize Quality of Service Settings and Optimize Gaming > Manage traffic prioritization > Prioritize traffic for a device and view prioritization information,59,61,P2,404fe683-4727-4c53-9c1d-9adf98a793c4:d9934c94-0789-5258-8d3c-3482e84637b0,features_security_maintenance_limitations,en,20260831,open,authoring_context_reviewed,Q-092
Q-192,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:74afed194cd3e540,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:74afed194cd3e540,404fe683-4727-4c53-9c1d-9adf98a793c4,netgear-xr500.pdf,XR500,Prioritize traffic for a device and view prioritization information,Customize Quality of Service Settings and Optimize Gaming > Manage traffic prioritization > Prioritize traffic for a device and view prioritization information,59,61,P2,404fe683-4727-4c53-9c1d-9adf98a793c4:d9934c94-0789-5258-8d3c-3482e84637b0,features_security_maintenance_limitations,id,20260831,open,authoring_context_reviewed,Q-092
Q-093,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:fb4e7790552c591a,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:fb4e7790552c591a,404fe683-4727-4c53-9c1d-9adf98a793c4,netgear-xr500.pdf,XR500,Change a reserved IP address,Manage the Router’s Network Settings > Manage reserved LAN IP addresses > Change a reserved IP address,89,90,P3,404fe683-4727-4c53-9c1d-9adf98a793c4:e3bace6b-5d07-5dcc-8041-f1933c6cd04f,features_security_maintenance_limitations,en,20260831,open,authoring_context_reviewed,Q-093
Q-193,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:fb4e7790552c591a,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:fb4e7790552c591a,404fe683-4727-4c53-9c1d-9adf98a793c4,netgear-xr500.pdf,XR500,Change a reserved IP address,Manage the Router’s Network Settings > Manage reserved LAN IP addresses > Change a reserved IP address,89,90,P3,404fe683-4727-4c53-9c1d-9adf98a793c4:e3bace6b-5d07-5dcc-8041-f1933c6cd04f,features_security_maintenance_limitations,id,20260831,open,authoring_context_reviewed,Q-093
Q-094,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:2a1f86ae07dbb7ba,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:2a1f86ae07dbb7ba,404fe683-4727-4c53-9c1d-9adf98a793c4,netgear-xr500.pdf,XR500,Configure WPA/WPA2 enterprise WiFi security,Manage the Router’s WiFi Settings > Configure WPA/WPA2 enterprise WiFi security,106,108,P3,404fe683-4727-4c53-9c1d-9adf98a793c4:e8550a88-ca9e-5dc2-8bb3-4dd7ff222c8d,features_security_maintenance_limitations,en,20260831,open,authoring_context_reviewed,Q-094
Q-194,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:2a1f86ae07dbb7ba,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:2a1f86ae07dbb7ba,404fe683-4727-4c53-9c1d-9adf98a793c4,netgear-xr500.pdf,XR500,Configure WPA/WPA2 enterprise WiFi security,Manage the Router’s WiFi Settings > Configure WPA/WPA2 enterprise WiFi security,106,108,P3,404fe683-4727-4c53-9c1d-9adf98a793c4:e8550a88-ca9e-5dc2-8bb3-4dd7ff222c8d,features_security_maintenance_limitations,id,20260831,open,authoring_context_reviewed,Q-094
Q-095,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:9605907c7bf37548,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:9605907c7bf37548,404fe683-4727-4c53-9c1d-9adf98a793c4,netgear-xr500.pdf,XR500,Approve USB devices,Share USB Storage Devices Attached to the Router > Approve USB devices,152,153,P4,404fe683-4727-4c53-9c1d-9adf98a793c4:dee55ef8-729a-51e5-9b1c-29cce4910ea6,features_security_maintenance_limitations,en,20260831,open,authoring_context_reviewed,Q-095
Q-195,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:9605907c7bf37548,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:9605907c7bf37548,404fe683-4727-4c53-9c1d-9adf98a793c4,netgear-xr500.pdf,XR500,Approve USB devices,Share USB Storage Devices Attached to the Router > Approve USB devices,152,153,P4,404fe683-4727-4c53-9c1d-9adf98a793c4:dee55ef8-729a-51e5-9b1c-29cce4910ea6,features_security_maintenance_limitations,id,20260831,open,authoring_context_reviewed,Q-095
Q-096,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:6096909eb580ff0a,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:6096909eb580ff0a,404fe683-4727-4c53-9c1d-9adf98a793c4,netgear-xr500.pdf,XR500,Set up FTP access through the Internet,Use Dynamic DNS to Access USB Storage Devices Through the Internet > Access USB storage devices through the Internet > Set up FTP access through the Internet,161,161,P4,404fe683-4727-4c53-9c1d-9adf98a793c4:1d4788df-374d-52e0-a31b-c406a91abfcc,features_security_maintenance_limitations,en,20260831,open,authoring_context_reviewed,Q-096
Q-196,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:6096909eb580ff0a,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:6096909eb580ff0a,404fe683-4727-4c53-9c1d-9adf98a793c4,netgear-xr500.pdf,XR500,Set up FTP access through the Internet,Use Dynamic DNS to Access USB Storage Devices Through the Internet > Access USB storage devices through the Internet > Set up FTP access through the Internet,161,161,P4,404fe683-4727-4c53-9c1d-9adf98a793c4:1d4788df-374d-52e0-a31b-c406a91abfcc,features_security_maintenance_limitations,id,20260831,open,authoring_context_reviewed,Q-096
Q-097,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:3dba8dc2dd4b2305,404fe683-4727-4c53-9c1d-9adf98a793c4:OUTLINE:3dba8dc2dd4b2305,404fe683-4727-4c53-9c1d-9adf98a793c4,netgear-xr500.pdf,XR500,Use FTP to access storage devices through the Internet,Use Dynamic DNS to Access USB Storage Devices Through the Internet > Access USB storage devices through the Internet > Use FTP to access storage devices through the Internet,162,162,P4,404fe683-4727-4c53-9c1d-9adf98a793c4:9c7f8f5e-dadb-5ed0-b8be-baa2f11349a8,features_security_maintenance_limitations,en,20260831,open,authoring_context_reviewed,Q-097
